시군명,사업단계,사업유형,정비구역명,위치,구역면적(㎡),(기존주택)준공년도,(기존주택)동수,(기존주택)세대수,(기존주택)면적별세대수(40㎡미만),(기존주택)면적별세대수(40~60㎡),(기존주택)면적별세대수(60~85㎡),(기존주택)면적별세대수(85~135㎡),(기존주택)면적별세대수(135㎡이상),사업시행세대수총계,조합원분양세대수,일반분양세대수,임대세대수,(신축주택)분양주택수,(신축주택)면적별분양주택수(40㎡미만),(신축주택)면적별분양주택수(40~60㎡),(신축주택)면적별분양주택수(60~85㎡),(신축주택)면적별분양주택수(85~135㎡),(신축주택)면적별분양주택수(135㎡이상),(신축주택)임대주택수,(신축주택)면적별임대주택수(40㎡미만),(신축주택)면적별임대주택수(40~60㎡),(신축주택)면적별임대주택수(60~85㎡),(기존)용적률,(신축)용적률,토지등소유자수(명),조합원수(명),사업시행자,사업예정기간(사업시작),사업예정기간(사업완료),정비예정구역고시일자,정비구역지정예정일자,정비계획승인일자,정비구역지정일자(최초지정),정비구역지정일자(변경지정),추진위승인일자,예비평가일자,안전진단일자,조합설립인가일자,사업시행인가일자,관리처분인가일자,착공일자,일반분양일자,준공일자,이전고시일자,현추진상황,업무담당자,담당자전화번호,비고
성남시,정비구역,재개발,신흥1,경기도 성남시 수정구 신흥동 4900,196693,1980~2000,1985,5709,5709,,,,,3964,,,664,,,,,,,664,,,,100~200%,2.5,2220,,,,,2019-05-27,2020-12-31,2020-12-31,2020-12-31,,,,,,,,,,,,정비구역 지정 고시,이인선,031-729-4423,
성남시,예정구역,재개발,태평3,경기도 성남시 수정구 태평동 4580,122778,1980~2000,1241,3646,3646,,,,,,,,,,,,,,,,,,,100~200%,2.5,1278,,,,,2019-05-27,2022-12-31,,,,,,,,,,,,,,정비예정구역 고시,정혜인,031-729-4873,
성남시,예정구역,재개발,상대원3,경기도 성남시 중원구 상대원동 2780,427629,1980~2000,2573,11000,11000,,,,,,,,,,,,,,,,,,,100~200%,2.5,2713,,,,,2019-05-27,2022-12-31,,,,,,,,,,,,,,정비예정구역 고시,김상우,031-729-4432,
성남시,예정구역,재개발,신흥3,경기도 성남시 수정구 신흥동 2890,152263,1980~2000,1402,4007,4007,,,,,,,,,,,,,,,,,,,100~200%,2.5,1497,,,,,2019-05-27,2022-12-31,,,,,,,,,,,,,,정비예정구역 고시,이인선,031-729-4423,
성남시,예정구역,재건축,한신아파트,경기도 성남시 수정구 신흥동 2463-1,22374,1990,5,585,585,,,,,,,,,,,,,,,,,,,,2.5,585,,,,,2019-05-27,2020-12-31,,,,,,,,,,,,,,정비예정구역 고시,장웅현,031-729-4443,
성남시,예정구역,재건축,삼익금광아파트,경기도 성남시 중원구 금광동 3950,12251,1991,4,498,498,,,,,,,,,,,,,,,,,,,,2.5,498,,,,,2019-05-27,2022-12-31,,,,,,,,,,,,,,정비예정구역 고시,장웅현,031-729-4443,
성남시,예정구역,재건축,삼익상대원아파트,경기도 성남시 중원구 상대원동 152-3,6067,1991,2,264,264,,,,,,,,,,,,,,,,,,,,2.5,264,,,,,2019-05-27,2022-12-31,,,,,,,,,,,,,,정비예정구역 고시,장웅현,031-729-4443,
성남시,예정구역,재건축,두산아파트,경기도 성남시 수정구 신흥동 2024,21590,1993,6,570,570,,,,,,,,,,,,,,,,,,,,2.5,570,,,,,2019-05-27,2026-12-31,,,,,,,,,,,,,,정비예정구역 고시,장웅현,031-729-4443,
성남시,예정구역,재건축,일성아파트,경기도 성남시 중원구 상대원동 178-6,8024,1993,1,270,270,,,,,,,,,,,,,,,,,,,,2.5,270,,,,,2019-05-27,2026-12-31,,,,,,,,,,,,,,정비예정구역 고시,장웅현,031-729-4443,
성남시,예정구역,재건축,청구아파트,경기도 성남시 수정구 신흥동 2464-1,17942,1994,3,493,493,,,,,,,,,,,,,,,,,,,,2.5,493,,,,,2019-05-27,2028-12-31,,,,,,,,,,,,,,정비예정구역 고시,장웅현,031-729-4443,
성남시,예정구역,재건축,미도아파트,경기도 성남시 수정구 단대동 182,10913,1982,3,280,280,,,,,,,,,,,,,,,,,,,2.03,2.5,286,,,,,2006-11-30,2020-12-31,,,,,2012-03-09,2016-06-01,,,,,,,,정비예정구역 고시,장웅현,031-729-4443,
성남시,추진위원회,도시환경,도환중2,경기도 성남시 중원구 중앙동 196,39346,1986,268,713,443,164,71,21,14,1123,1123,,,1123,,455,668,,,,,,,100~300%,8,372,,추진위,2006,2025,2006-11-30,2011-12-31,2014-06-19,2015-11-11,,2016-06-29,,,,,,,,,,조합설립인가 준비 중,장용일,031-729-4473,
성남시,조합설립,재건축,성지?궁전아파트,경기도 성남시 중원구 상대원동 195-5,26223,1987,15,709,,,709,,,818,818,,,818,,,,,,,,,,1.31,2.5,699,682,조합,2015,,2012-01-30,2015-12-31,2014-01-28,2015-03-09,2015-03-09,2017-01-26,2006-08-23,2013-07-05,2019-01-09,,,,,,,조합설립인가,이경동,031-729-4442,
성남시,사업시행,재개발,상대원2,경기도 성남시 중원구 상대원동 3910,242045,1986,2092,6075,3768,1397,606,182,122,5090,4470,,620,4470,,2069,2257,144,,620,620,,,100~200%,2.65,2571,2324,조합,2014,2023,2006-11-30,2011-12-31,2013-11-04,2014-02-24,2019-08-05,2014-06-13,,,2015-04-20,2020-01-13,,,,,,사업시행인가,김상우,031-729-4432,
성남시,준공,재건축,건우아파트,경기도 성남시 수정구 태평로 64,17915,1987,7,470,,320,150,,,503,307,196,,503,,,420,83,,,,,,1.56,2.49,305,305,조합,2010,2018,2006-11-30,2010-12-31,2009-08-01,2010-04-28,2013-04-22,2012-04-19,,2002-12-30,2003-05-26,2012-05-17,2015-09-03,2016-05-11,2016-06-03,2018-10-12,2019-01-28,준공,장웅현,031-729-4443,
수원시,사업시행,재개발,115-3,경기도 수원시 팔달구 고등동 94-1,63233,,,980,,,,,,1171,1087,,84,983,36,650,455,30,,84,,,,2,2.23,602,379,조합,2006,,2006-09-14,2010-12-31,,2009-03-13,2017-08-30,2006-11-08,,,2009-06-05,2011-09-08,,,,,,사업시행인가 변경 중,박정미,031-228-3483,
수원시,사업시행,재건축,"영통 2구역(매탄주공 4,5단지)",경기도 수원시 영통구 매탄동 897,222842,1985,65,2440,,1164,132,1008,136,4002,2402,1600,,4002,,976,2527,479,20,,,,,"73%, 127%",2.6,2420,2371,조합,2016,2025,2012-09-26,2014-12-31,2015-12-31,2015-12-16,,2016-10-31,2013-02-15,2013-08-02,2017-10-12,2021-05-03,,,,,,관리처분계획인가 준비 중,이용석,031-228-3414,
수원시,착공,주거환경개선,115-2구역(고등지구),경기도 수원시 팔달구 고등동 270,362871,1900~1980,1397,5822,2304,2664,714,110,30,4871,2675,797,1399,3472,,652,2820,,,1399,500,614,285,2.5,1.87,3534,,LH,2006,2021,2006-09-14,,,2006-12-26,2008-09-23,,,,,2008-11-27,,2019-01-17,2019-03-12,,,착공,손주연,031-228-3497,
수원시,준공,재건축,매탄주공2단지아파트,경기도 수원시 영통구 매탄동 176,190493,1982,70,2820,,2820,,,,3391,2836,555,,3391,,687,1748,956,,,,,,0.87,2.49,2918,2595,조합,2002,2008,,,,2004-12-24,,,,2001-01-15,2002-05-16,2004-12-31,2005-04-26,2005-05-16,2005-06-03,2008-05-09,2010-07-27,준공,이용석,031-228-3414,
수원시,사업시행,재개발,111-3,경기도 수원시 장안구 영화동 93-6,28863,1942-2006,108,355,18,107,176,36,18,556,494,,62,494,,327,167,,,62,62,,,2,2,217,209,조합,2006,2026,2006-09-14,2010-12-31,,2009-07-03,2011-10-05,2006-11-08,,,2009-10-28,2021-03-25,,,,,,조합원분양 준비 중,권은빈,031-228-3484,
수원시,사업시행,주거환경개선,113-7구역(평동지구),경기도 수원시 권선구 평동 35-6,152940,1900~1980,363,916,916,,,,,,,,,,,,,,,,,,,2.5,,423,,市,2019,2022,2006-09-14,,,2006-12-11,,,,,,,,,,,,2단계 보상 협의 중,백동문,031-228-3499,
수원시,관리처분,재개발,115-10,경기도 수원시 팔달구 지동 349-1,83207,1984~2005,369,1018,51,305,509,102,51,1154,332,763,59,1095,,193,762,109,31,59,59,,,2,1.9,574,336,조합,2006,,2006-09-14,2010-12-31,2009-12-09,2010-06-01,2019-01-04,2006-12-28,,,2011-03-24,2017-03-09,2018-06-20,,,,,이주 중,정재웅,031-228-2417,
수원시,관리처분,재개발,113-6,경기도 수원시 팔달구 세류동 817-72,126336,1978~2005,494,1378,69,413,689,138,69,2178,791,1231,156,2022,,619,1319,84,,156,156,,,2,2.29,983,701,조합,2006,,2006-09-14,,2009-01-12,2009-01-12,2016-08-25,2007-01-22,,,2009-08-25,2012-06-18,2018-06-08,,,,,이주 및 철거 중,정재웅,031-228-2417,
수원시,착공,재개발,111-1,경기도 수원시 장안구 정자동 530-6,138401,1950~2005,441,1406,70,422,703,141,70,2607,815,1608,184,2423,,1323,992,108,,184,184,,,2,2.3,930,686,조합,2006,,2006-09-14,,,2009-04-21,2019-08-22,2006-11-08,,,2009-10-26,2015-05-19,2018-04-10,2021-02-26,,,,이주 및 철거 중,김연지,031-228-3393,
수원시,착공,재개발,115-9,경기도 수원시 팔달구 인계동 847-3,171786,1978~2005,696,2061,103,618,1031,206,103,3432,1026,2165,241,3191,343,1142,1619,87,,241,241,,,2,2.45,1328,1325,조합,2006,,2006-09-14,,,2009-07-10,2019-09-11,2006-11-21,,,2010-01-06,2015-12-11,2017-03-23,2020-06-18,2020-06-19,,,일반분양/착공,박정미,031-228-3483,
수원시,착공,재개발,113-12,경기도 수원시 권선구 오목천동 482-2,44759,1978~2005,101,518,26,155,259,52,26,930,150,713,67,863,4,396,463,,,67,67,,,2,2.29,167,124,조합,2006,,2006-09-14,2008-12-31,2008-02-20,2009-05-20,2017-05-01,2006-12-15,,,2010-07-05,2017-12-05,2018-10-17,2019-12-12,2020-03-09,,,일반분양/착공,권은빈,031-228-3484,
수원시,착공,재개발,115-8,경기도 수원시 팔달구 매교동 209-14,223011,1978~2005,855,2830,142,849,1414,283,142,3603,1687,1795,121,3482,,1308,1996,178,,121,121,,,2,2.22,1877,1877,조합,2006,2022,2006-09-14,2010-12-31,2009-09-22,2010-07-26,2019-08-13,2008-07-08,,,2010-12-17,2016-06-29,2017-08-25,2019-12-30,2020-02-18,,,일반분양/착공,박정미,031-228-3483,
수원시,착공,재개발,115-6,경기도 수원시 팔달구 교동 155-41,139295,1978~2005,584,1672,84,505,841,158,84,2586,854,1550,182,2404,52,904,1420,28,,182,114,68,,2,2.24,1075,1075,조합,2006,2022,2006-09-14,,,2009-05-25,2018-11-07,2007-01-08,,,2009-09-24,2015-12-31,2017-08-02,2019-12-12,2019-12-13,,,일반분양/착공,정재웅,031-228-2417,
수원시,착공,재개발,111-4,경기도 수원시 장안구 조원동 431-2,35739,1972~2005,135,406,20,122,203,41,20,666,144,475,47,619,67,152,400,,,47,47,,,2,2.28,259,138,조합,2006,2022,2006-09-14,,,2009-01-20,2019-08-22,2006-11-21,,,2009-07-29,2015-07-23,2017-03-21,2019-11-22,2020-04-09,,,일반분양/착공,김연지,031-228-3393,
수원시,착공,재건축,111-5구역,경기도 수원시 장안구 연무동 224,53074,1983,100,941,,941,,,,1130,744,386,,1130,,676,454,,,,,,,2.2,2.49,765,727,조합,2006,,2006-09-14,2008-12-31,2011-09-08,2012-01-27,2020-02-17,2007-01-04,,2010-05-28,2016-07-05,2018-05-23,2019-03-07,2020-05-12,2020-06-18,,,공사 중,김민지,031-228-3397,
수원시,준공,재개발,115-1,경기도 수원시 팔달구 화서동 4-26,11501,1978~2005,59,145,7,44,72,15,7,198,45,153,,198,,54,144,,,,,,,2,2.2,79,79,조합,2006,2014,2006-09-14,,,2009-03-13,2011-11-04,2006-11-08,,,2009-07-15,2010-11-25,2011-10-26,2012-06-27,2012-06-28,2014-06-27,2014-09-29,준공,박정미,031-228-3483,
수원시,준공,재건축,권선주공 1.3차아파트,경기도 수원시 권선구 권선동 1067,96058,1983,73,1166,81,335,539,132,79,1754,1149,411,194,1560,,174,708,378,300,194,194,,,1.6,2.4,1015,1015,조합,2003,2011,,,,2005-01-10,,,,2003-05-23,2003-06-19,2005-03-18,2005-12-26,2007-10-31,,2011-09-21,2011-12-13,준공,김민지,031-228-3397,
수원시,준공,재건축,송림아파트,경기도 수원시 장안구 정자동 423-1,24784,1982,11,350,17,106,175,35,17,481,343,138,,481,,,109,284,88,,,,,1.4,2.29,355,355,조합,1999,2009,,,,2004-11-08,,,,1999-11-30,1999-11-22,2004-12-22,2005-05-07,2005-05-13,2005-05-26,2009-07-24,2009-08-25,준공,김민지,031-228-3397,
수원시,준공,재건축,화서주공 2단지아파트,경기도 수원시 팔달구 화서동 79-5,84660,1978,36,1630,120,482,715,193,120,1690,1545,18,127,1563,,,267,1148,148,127,,,127,1.1,2.43,1392,1392,조합,2001,2009,,,,2005-03-28,,,,2000-12-19,2001-12-21,2005-04-06,2005-12-23,2006-06-26,2006-12-01,2009-12-17,2010-03-18,준공,김민지,031-228-3397,
수원시,준공,재건축,권선주공 2단지아파트,경기도 수원시 권선구 권선동 1035,61894,1985,34,758,21,219,421,76,21,1018,727,188,103,915,,370,210,170,165,103,103,,,0.9,2.29,728,728,조합,2003,2009,,,,2005-04-04,,,,2003-04-07,2003-06-30,2005-04-26,2005-12-16,2006-11-16,2006-12-06,2009-03-23,2009-04-03,준공,김민지,031-228-3397,
수원시,예정구역,재건축,영통 3구역(원천 주공),경기도 수원시 영통구 원천동 35,48248,1987,8,1320,,810,390,120,,,,,,,,,,,,,,,,1.72,2.5,1320,,,,,2012-09-26,2016-12-31,,,,,,2016-09-05,,,,,,,,안전진단 미통과,이용석,031-228-3413,
수원시,예정구역,재건축,파장1(삼익아파트),경기도 수원시 장안구 파장동 212-5,10737,1978,3,220,,22,132,66,,,,,,,,,,,,,,,,1.7,,,,,2020,,2019-03-04,2020-12-31,,,,,,2020-07-03,,,,,,,,안전진단 미통과,이용석,031-228-3413,
수원시,예정구역,재건축,"우만1(우만주공1,2단지)",경기도 수원시 팔달구 우만동 28,82433,1988,25,1484,,500,864,120,,,,,,,,,,,,,,,,1.23,,,,,2022,,2019-03-04,2022-12-31,,,,,,,,,,,,,,2022년 안전진단 추진 예정,이용석,031-228-3414,
수원시,예정구역,재건축,망포1(청와아파트),경기도 수원시 영통구 망포동 291,15305,1988,21,353,,273,80,,,,,,,,,,,,,,,,,1.26,,,,,2024,,2019-03-04,2024-12-31,,,,,,,,,,,,,,2024년 안전진단 추진 예정,이용석,031-228-3414,
수원시,예정구역,도시환경,팔달2매산(성매매집결지),경기도 수원시 매산로1가 114-3,22662,,,93,,,,,,,,,,,,,,,,,,,,,5,51,,,,,2017-05-04,2018-12-31,,,,,,,,,,,,,,정비예정구역 고시,손주연,031-228-3497,
수원시,조합설립,재개발,영통1구역,경기도 수원시 영통구 매탄동 173-50,51702,1980~2011,157,907,45,272,454,91,45,862,,,,929,,,,,,,,,,2,2.36,519,519,조합,2012,,2012-09-26,2016-12-31,,2017-01-09,2017-09-08,2017-06-29,,,2018-01-09,,,,,,,사업시행인가 준비 중,김연지,031-228-3393,
수원시,조합설립,재건축,권선 1구역(동남아파트),경기도 수원시 권선구 서둔동 361,16525,1987,8,380,,,380,,,442,442,,,442,,,,,,,,,,1.3,2.3,380,356,조합,2016,2026,2012-09-26,2016-12-31,,2018-05-31,2021-05-27,2018-08-27,,2016-09-05,2020-04-17,,,,,,,사업시행계획인가 준비 중,이용석,031-228-3414,
수원시,조합설립,재건축,권선 2구역(성일아파트),경기도 수원시 권선구 서둔동 361-1,16524,1987,7,370,,370,,,,439,439,,,439,,,,,,,,,,1.38,2.3,370,367,조합,2016,2026,2012-09-26,2016-12-31,,2018-05-31,2021-06-30,2019-02-14,,2016-09-05,2020-03-19,,,,,,,사업시행계획인가 준비 중,이용석,031-228-3414,
수원시,사업시행,재건축,115-12구역,경기도 수원시 팔달구 인계동 319-6,44549,1983,12,1185,,423,546,216,,1305,1120,185,,1305,,1077,228,,,,,,,1.84,2.5,1165,1120,조합,2006,2025,2006-09-14,2010-12-31,2012-05-21,2012-10-19,,2009-12-15,,2011-05-31,2016-11-16,2020-08-07,,,,,,관리처분계획인가 준비 중,김민지,031-228-3397,
수원시,사업시행,재건축,팔달 1구역(현대아파트),경기도 수원시 팔달구 우만동 129-1,58773,1985,43,404,,,,264,140,1272,592,680,,1272,,797,401,74,,,,,,1.24,2.5,469,466,조합,2016,2026,2012-09-26,2014-12-31,2015-12-16,2015-12-16,2020-03-02,2016-03-17,2013-02-15,2013-08-02,2016-09-07,2021-06-21,,,,,,관리처분계획인가 준비 중,이용석,031-228-3414,
수원시,준공,재건축,천천주공,경기도 수원시 장안구 천천동 333,134582,1986,64,1990,123,575,941,228,123,2571,1973,388,210,2361,,515,820,814,212,210,,,210,0.8,2.45,2030,1984,조합,2003,2009,,,,2005-03-28,,,,2003-03-14,2003-04-11,2005-04-04,2005-12-15,2006-03-27,2006-07-14,2009-01-08,2009-01-15,준공,김민지,031-228-3397,
수원시,준공,재건축,인계주공아파트,경기도 수원시 팔달구 인계동 384,66971,1984,28,830,51,241,396,91,51,1351,828,391,132,1219,,154,543,522,,132,,132,,0.7,2.49,846,846,조합,2003,2009,,,,2005-05-02,,,,2003-03-24,2003-05-29,2005-05-09,2005-12-26,2006-11-09,2006-11-16,2009-08-26,2010-02-19,준공,김민지,031-228-3397,
수원시,준공,재건축,향원아파트,경기도 수원시 팔달구 인계동  865-10,23239,1979,10,590,222,116,185,45,22,431,287,114,30,401,,,86,219,96,30,,30,,0.6,2.49,339,339,조합,1997,2009,,,,2005-05-12,,,,1996-01-30,1997-02-26,2005-05-17,2005-12-26,2006-12-05,2006-12-14,2009-09-24,2009-10-16,준공,김민지,031-228-3397,
수원시,준공,재건축,우람아파트,경기도 수원시 팔달구 화서동 349-1,37641,1981,22,696,8,207,409,64,8,807,670,83,54,753,,,112,496,145,54,54,,,0.8,2.47,711,711,조합,2003,2009,,,,2005-05-09,,,,2000-12-04,2003-06-30,2005-05-17,2005-12-27,2006-06-30,2008-10-23,2009-05-22,2009-05-28,준공,김민지,031-228-3397,
수원시,준공,주거환경개선,113-4구역(세류지구),경기도 수원시 권선구 세류동 334-88,230283,1900~1980,911,2787,1112,1297,327,45,6,2682,2097,,585,2097,,451,1484,162,,585,401,184,,2.5,2,1372,,LH,2006,2014,2006-09-14,,,2006-12-11,,,,,,2007-11-06,,2012-12-31,2014-04-09,2015-08-06,,준공,손주연,031-228-3497,
수원시,준공,주거환경관리,매산지구,경기도 수원시 팔달구 매산로3가 109-2,94896,1955~2013,678,1247,1247,,,,,,,,,,,,,,,,,,,2,,678,,市,2015,2019,2015-01-09,2014-12-31,2014-11-18,2015-01-09,,,,,,,,2016-08-11,,2019-12-31,,준공,박기복,031-228-3420,
수원시,준공,주거환경관리,행궁지구,경기도 수원시 장안동 110-7,137475,1923~2010,553,1680,1680,,,,,,,,,,,,,,,,,,,2,,195,,市,2014,2016,2014-05-23,,,2014-05-23,,,,,,,,2014-05-14,,2015-12-31,,준공,손주연,031-228-3497,
수원시,예정구역,재건축,원천1(아주아파트),경기도 수원시 영통구 원천동 71-1,10494,1983,9,228,,132,60,36,,,,,,,,,,,,,,,,1.72,,,,,2020,,2019-03-04,2020-12-31,,,,,,2020-07-03,,,,,,,,안전진단 미통과,이용석,031-228-3413,
수원시,예정구역,재건축,세류1(미영아파트),경기도 수원시 권선구 세류동 1147,28654,1989,11,600,,208,320,72,,,,,,,,,,,,,,,,1.23,,,,,2026,,2019-03-04,2026-12-31,,,,,,,,,,,,,,2026년 안전진단 추진 예정,이용석,031-228-3414,
시흥시,예정구역,재건축,대야동 삼보,경기도 시흥시 대야동 275,19933,1980~2020,9,335,335,,,,,,,,,,,,,,,,,,,2.8,3,871,,,,,2020-12-16,2022-12-31,,,,,,,,,,,,,,정비예정구역 고시,현교훈,031-310-3762,
시흥시,예정구역,재개발,신천동 동진,경기도 시흥시 신천동 858,21056,1980~2020,32,474,474,,,,,,,,,,,,,,,,,,,2.8,3,1232,,,,,2020-12-16,2029-12-31,,,,,,,,,,,,,,정비예정구역 고시,현교훈,031-310-3762,
시흥시,예정구역,재개발,은행1,경기도 시흥시 은행동 251-6,23561,1980~2020,69,401,401,,,,,,,,,,,,,,,,,,,2.3,2.5,1043,,,,,2020-12-16,2022-12-31,,,,,,,,,,,,,,정비예정구역 고시,현교훈,031-310-3762,
시흥시,예정구역,재개발,은행2,경기도 시흥시 은행동 276-10,44333,1980~2020,64,783,783,,,,,,,,,,,,,,,,,,,2.3,2.5,2036,,,,,2020-12-16,2029-12-31,,,,,,,,,,,,,,정비예정구역 고시,현교훈,031-310-3762,
시흥시,예정구역,재개발,목감1,경기도 시흥시 조남동 171-4,62950,1980~2020,57,1534,1534,,,,,,,,,,,,,,,,,,,2.8,3,3988,,,,,2020-12-16,2026-12-31,,,,,,,,,,,,,,정비예정구역 고시,현교훈,031-310-3762,
시흥시,예정구역,재건축,목감2,경기도 시흥시 목감동 242-9,38020,1980~2020,43,800,800,,,,,,,,,,,,,,,,,,,2.8,3,2080,,,,,2020-12-16,2022-12-31,,,,,,,,,,,,,,정비예정구역 고시,현교훈,031-310-3762,
시흥시,사업시행,재건축,대야3,경기도 시흥시 대야동 284,34908,1985~1986,19,1025,,1025,,,,1026,1026,,,1026,,,,,,,,,,1.8,3,1025,996,조합,2013,,2015-05-04,2016-12-31,2016-12-30,2016-12-30,2017-11-10,2017-05-11,,2013-07-25,2018-04-03,2020-09-29,,,,,,사업시행계획 인가,현교훈,031-310-3762,
시흥시,착공,재개발,대야동,경기도 시흥시 대야동 303일대,77503,1900~2003,110,673,673,,,,,1382,541,771,70,1312,105,572,635,,,70,51,19,,100~200%,2.39,545,375,조합,2006,,,,,2009-05-22,2015-10-12,2006-08-04,,,2009-09-14,2015-10-08,2016-02-18,2016-12-29,2017-12-08,,,착공,현교훈,031-310-3762,
시흥시,준공,주거환경개선,복음자리,경기도 시흥시 신천동 33일대,14193,1979~2003,234,234,234,,,,,313,250,,63,250,,250,,,,63,63,,,50~100%,2.15,245,,LH,2005,2010,,,,2005-10-10,,,,,,2005-12-31,,2008-07-17,2008-08-30,2010-07-05,,준공,현교훈,031-310-3762,
시흥시,예정구역,재개발,은행동 산호,경기도 시흥시 은행동 243-1,14621,1980~2020,23,342,342,,,,,,,,,,,,,,,,,,,2.3,2.5,889,,,,,2020-12-16,2026-12-31,,,,,,,,,,,,,,정비예정구역 고시,현교훈,031-310-3762,
시흥시,예정구역,재개발,포동1,경기도 시흥시 포동 2,81969,1980~2020,95,1272,1272,,,,,,,,,,,,,,,,,,,2.8,3,3307,,,,,2020-12-16,2026-12-31,,,,,,,,,,,,,,정비예정구역 고시,현교훈,031-310-3762,
시흥시,조합설립,재건축,거모3,경기도 시흥시 거모동 1474-1,19540,1989~1991,10,492,,410,82,,,,,,,,,,,,,,,,,3,3,513,497,조합,2013,,2015-05-04,2017-10-01,2017-12-26,2017-12-26,,2020-02-06,,2013-07-10,2021-02-09,,,,,,,조합설립 인가,현교훈,031-310-3762,
안산시,예정구역,재건축,주공7단지,경기도 안산시 고잔동 670,53500,1987,11,1020,,240,780,,,,,,,,,,,,,,,,,1.68,2.6,1020,,,,,2013-04-25,2015-04-25,,,,,,,,,,,,,,정비예정구역 고시,김병식,031-481-2405,
안산시,예정구역,재건축,주공8단지,경기도 안산시 고잔동 671,53600,1987,10,1020,,300,720,,,,,,,,,,,,,,,,,1.78,2.6,1020,,,,,2013-04-25,2015-04-25,,,,,,,,,,,,,,정비예정구역 고시,김병식,031-481-2405,
안산시,예정구역,재건축,주공9단지,경기도 안산시 고잔동 672,68400,1986,12,1320,,240,1080,,,,,,,,,,,,,,,,,1.77,2.6,1320,,,,,2013-04-25,2013-04-25,,,,,,,,,,,,,,정비예정구역 고시,김병식,031-481-2405,
안산시,추진위원회,재건축,선부연립1,경기도 안산시 선부동 963,46909,1988~1990,41,735,54,579,102,,,989,989,,,989,,,,,,,,,,1.18,2.4,735,,추진위,,,2013-04-25,2017-04-25,,2020-08-26,,2020-09-29,2017-05-18,2017-08-18,,,,,,,,조합설립인가 준비 중,윤진희,031-481-2398,
안산시,예정구역,재건축,군자주공9,경기도 안산시 선부동 967,29529,1989,14,540,,,540,,,,,,,,,,,,,,,,,2.3,2.6,540,,,,,2017-12-13,2020-12-31,,,,,2020-11-18,,,,,,,,,정비예정구역 고시,김병식,031-481-2405,
